Fecha	Magnitud Ml	Longitud	Latitud	Municipio	Profundidad Km	Estado
08/06/2017	1,4	-73,89	7,03	YONDO	13,6	Revisado
08/06/2017	1,6	-76,252	6,846	URAMITA	0	Revisado
08/06/2017	1,4	-75,346	7,54	CACERES	0	Revisado
08/06/2017	1,2	-74,756	7,075	SEGOVIA	27,5	Revisado
08/06/2017	1,9	-76,655	6,586	VIGIA DEL FUERTE	0	Revisado
08/06/2017	,5	-75,168	5,965	SAN FRANCISCO	4	Revisado
08/06/2017	1,8	-75,152	8,096	CAUCASIA	16,1	Revisado
09/06/2017	,9	-76,129	7,071	DABEIBA	0	Revisado
09/06/2017	1,4	-76,048	5,909	CIUDAD BOLIVAR	68,3	Revisado
10/06/2017	1,7	-76,642	7,843	APARTADO	19,1	Revisado
10/06/2017	2,1	-76,808	7,101	MURINDO	21,4	Revisado
10/06/2017	1,4	-75,989	5,974	SALGAR	43,7	Revisado
11/06/2017	1,1	-74,483	6,753	PUERTO BERRIO	20,2	Revisado
11/06/2017	2,1	-76,686	6,905	MURINDO	0	Revisado
12/06/2017	2	-76,282	7,149	DABEIBA	0	Revisado
13/06/2017	3,5	-75,532	7,707	TARAZA	42,5	Revisado
13/06/2017	2,2	-76,956	6,722	VIGIA DEL FUERTE	19,3	Revisado
13/06/2017	1,4	-75,628	5,606	VALPARAISO	4	Revisado
13/06/2017	1,2	-76,169	6,83	FRONTINO	4	Revisado
14/06/2017	2,9	-75,291	7,02	CAMPAMENTO	15,7	Revisado
14/06/2017	3	-75,295	7,022	CAMPAMENTO	16,6	Revisado
14/06/2017	1,3	-75,298	7,021	CAMPAMENTO	19,5	Revisado
14/06/2017	1,3	-74,498	7,368	SEGOVIA	49,4	Revisado
14/06/2017	1,2	-74,839	5,834	PUERTO TRIUNFO	6,2	Revisado
15/06/2017	1	-75,175	7,037	ANORI	12	Revisado
15/06/2017	1,8	-76,193	7,218	DABEIBA	0	Revisado
15/06/2017	2,9	-74,319	6,131	PUERTO NARE	1,5	Revisado
15/06/2017	1,4	-74,828	5,844	PUERTO TRIUNFO	4	Revisado
16/06/2017	2,2	-76,833	6,868	MURINDO	1	Revisado
16/06/2017	1,7	-75,985	5,771	BETANIA	65,9	Revisado
16/06/2017	2,9	-76,604	6,875	MURINDO	0	Revisado
16/06/2017	1,3	-74,638	5,924	PUERTO TRIUNFO	4	Revisado
17/06/2017	1,8	-75,526	7,286	VALDIVIA	2,4	Revisado
17/06/2017	1,4	-76,862	6,789	VIGIA DEL FUERTE	7,3	Revisado
17/06/2017	1,4	-76,199	7,003	DABEIBA	10,4	Revisado
17/06/2017	1,6	-74,268	6,45	PUERTO BERRIO	18,5	Revisado
18/06/2017	1,3	-76,177	6,922	URAMITA	0	Revisado
18/06/2017	1,6	-74,359	6,399	PUERTO BERRIO	24,8	Revisado
18/06/2017	3,5	-76,535	6,381	URRAO	1,4	Revisado
18/06/2017	1,4	-76,499	6,361	URRAO	0	Revisado
18/06/2017	3,2	-76,315	6,825	URAMITA	0	Revisado
18/06/2017	1,3	-76,32	6,833	URAMITA	0	Revisado
18/06/2017	1,5	-76,095	5,673	BETANIA	57,5	Revisado
19/06/2017	1,5	-76,252	6,82	URAMITA	2	Revisado
19/06/2017	1,7	-76,228	6,918	URAMITA	0	Revisado
19/06/2017	1,4	-76,711	6,768	MURINDO	7	Revisado
19/06/2017	1,3	-76,354	6,811	URAMITA	43,6	Revisado
19/06/2017	2,2	-76,178	6,84	URAMITA	0	Revisado
19/06/2017	2,2	-76,128	6,876	URAMITA	0	Revisado
19/06/2017	1,8	-76,174	6,844	URAMITA	0	Revisado
19/06/2017	1,5	-76,248	6,864	URAMITA	4	Revisado
19/06/2017	1,5	-76,306	6,903	DABEIBA	4	Revisado
19/06/2017	1,9	-76,215	6,837	URAMITA	0	Revisado
19/06/2017	1,2	-76,258	6,818	URAMITA	4	Revisado
19/06/2017	2	-76,21	6,871	URAMITA	0	Revisado
19/06/2017	1,7	-76,262	6,859	URAMITA	0	Revisado
19/06/2017	1,5	-76,295	6,845	URAMITA	4	Revisado
19/06/2017	1,1	-76,327	6,936	DABEIBA	2	Revisado
20/06/2017	1	-75,639	7,112	BRICENO	4	Revisado
20/06/2017	1,6	-76,678	6,748	MURINDO	0	Revisado
21/06/2017	1,5	-76,251	6,835	URAMITA	13,7	Revisado
21/06/2017	1,5	-76,303	6,862	URAMITA	20,6	Revisado
21/06/2017	2	-76,186	7,193	DABEIBA	,8	Revisado
21/06/2017	1,6	-74,863	5,854	PUERTO TRIUNFO	4	Revisado
22/06/2017	1,2	-76,118	7,105	DABEIBA	0	Revisado
22/06/2017	1,4	-76,121	7,054	DABEIBA	0	Revisado
22/06/2017	2,1	-76,159	7,091	DABEIBA	0	Revisado
22/06/2017	1,1	-76,126	7,044	DABEIBA	0	Revisado
22/06/2017	1,5	-75,383	7,393	CACERES	0	Revisado
22/06/2017	1,6	-75,929	5,647	ANDES	2	Revisado
23/06/2017	1,2	-76,598	6,933	MURINDO	3,2	Revisado
23/06/2017	1,3	-76,604	6,854	MURINDO	0	Revisado
23/06/2017	2,1	-75,114	7,993	CAUCASIA	11	Revisado
24/06/2017	1	-74,78	7,299	ZARAGOZA	1,1	Revisado
24/06/2017	1,8	-76,834	6,653	VIGIA DEL FUERTE	14,9	Revisado
24/06/2017	1,3	-74,277	6,998	YONDO	4,1	Revisado
25/06/2017	2,4	-75,785	7,087	ITUANGO	19,9	Revisado
25/06/2017	1,1	-76,261	7,247	MUTATA	0	Revisado
26/06/2017	1,2	-75,95	5,813	HISPANIA	70	Revisado
26/06/2017	1,9	-76,239	7,214	MUTATA	0	Revisado
26/06/2017	1,2	-76,135	7,132	DABEIBA	0	Revisado
26/06/2017	1,7	-74,493	6,775	PUERTO BERRIO	4	Revisado
26/06/2017	,7	-74,919	6,157	SAN CARLOS	4	Revisado
26/06/2017	2,2	-76,302	6,592	ABRIAQUI	0	Revisado
27/06/2017	1,3	-75,817	7,178	ITUANGO	,1	Revisado
27/06/2017	1,8	-76,22	7,184	DABEIBA	0	Revisado
27/06/2017	1,8	-76,953	6,632	VIGIA DEL FUERTE	16,8	Revisado
28/06/2017	1,2	-76,619	6,856	MURINDO	17,3	Revisado
28/06/2017	1,1	-76,655	6,836	MURINDO	0	Revisado
28/06/2017	1,4	-74,529	7,738	EL BAGRE	37,7	Revisado
28/06/2017	1,6	-76,35	7,102	DABEIBA	0	Revisado
28/06/2017	1,8	-76,034	7,056	PEQUE	0	Revisado
29/06/2017	1,5	-76,752	6,659	VIGIA DEL FUERTE	22,2	Revisado
29/06/2017	1,7	-76,793	8,428	NECOCLI	27,1	Revisado
29/06/2017	1,5	-76,047	7,069	PEQUE	0	Revisado
29/06/2017	2,5	-73,801	6,797	YONDO	6	Revisado
29/06/2017	2,3	-76,702	6,82	MURINDO	10	Revisado
29/06/2017	1,7	-76,906	6,784	VIGIA DEL FUERTE	36,7	Revisado
29/06/2017	2,2	-76,359	7,101	DABEIBA	0	Revisado
29/06/2017	1,2	-76,381	7,053	DABEIBA	,4	Revisado
30/06/2017	1,4	-74,465	7,479	EL BAGRE	32	Revisado
01/07/2017	1,6	-74,604	7,409	EL BAGRE	40,1	Revisado
01/07/2017	2,6	-76,178	7,084	DABEIBA	1,9	Revisado
01/07/2017	1,6	-76,147	7,064	DABEIBA	0	Revisado
02/07/2017	1,9	-76,214	7,126	DABEIBA	,1	Revisado
02/07/2017	1,2	-76,274	7,115	DABEIBA	1,4	Revisado
02/07/2017	2	-76,263	6,777	FRONTINO	0	Revisado
02/07/2017	1,3	-76,674	6,398	VIGIA DEL FUERTE	5,2	Revisado
03/07/2017	1,2	-75,146	7,392	CACERES	4	Revisado
03/07/2017	,8	-76,249	6,951	DABEIBA	15	Revisado
03/07/2017	2,4	-74,25	6,477	PUERTO BERRIO	3,3	Revisado
03/07/2017	1,1	-75,079	6,389	ALEJANDRIA	20,8	Revisado
03/07/2017	2,2	-75,887	7,155	ITUANGO	2	Revisado
04/07/2017	1,2	-74,637	6,929	REMEDIOS	9,4	Revisado
04/07/2017	,9	-74,304	6,359	PUERTO BERRIO	16,9	Revisado
04/07/2017	1,3	-74,271	6,946	YONDO	69,8	Revisado
04/07/2017	1,2	-75,866	7,001	PEQUE	3,3	Revisado
04/07/2017	,6	-76,208	6,954	URAMITA	0	Revisado
04/07/2017	1,7	-75,964	7,199	PEQUE	30,6	Revisado
04/07/2017	1,5	-76,745	6,662	VIGIA DEL FUERTE	7,7	Revisado
05/07/2017	,9	-74,966	7,16	ANORI	32,1	Revisado
05/07/2017	1,3	-74,535	7,905	NECHI	45,9	Revisado
05/07/2017	,9	-76,134	7,078	DABEIBA	0	Revisado
05/07/2017	1,5	-74,973	6,978	AMALFI	4,1	Revisado
05/07/2017	2,8	-76,734	6,889	MURINDO	18	Revisado
05/07/2017	1,6	-76,17	6,922	URAMITA	0	Revisado
06/07/2017	2,2	-76,317	6,879	DABEIBA	2,4	Revisado
06/07/2017	2,2	-76,211	6,861	URAMITA	0	Revisado
06/07/2017	2,2	-76,636	7,453	CHIGORODO	0	Revisado
06/07/2017	1,3	-76,005	5,755	BETANIA	70,6	Revisado
06/07/2017	1,7	-75,975	5,735	BETANIA	60,9	Revisado
07/07/2017	1,5	-75,919	5,685	ANDES	52,4	Revisado
07/07/2017	2,2	-77,055	6,979	MURINDO	6,7	Revisado
07/07/2017	1,3	-76,489	7,3	MUTATA	0	Revisado
08/07/2017	1,4	-76,342	7,015	DABEIBA	15,5	Revisado
09/07/2017	1,4	-76,437	6,813	DABEIBA	43,9	Revisado
09/07/2017	1,1	-76,506	6,815	MURINDO	44,2	Revisado
09/07/2017	,7	-75,149	5,974	SAN FRANCISCO	4	Revisado
09/07/2017	1,5	-76,18	7,07	DABEIBA	7,4	Revisado
09/07/2017	1,3	-75,177	7,793	CAUCASIA	14,8	Revisado
09/07/2017	1,4	-76,189	7,106	DABEIBA	,6	Revisado
10/07/2017	1,4	-76,003	5,801	CIUDAD BOLIVAR	68,1	Revisado
10/07/2017	1,9	-75,25	7,223	ANORI	7,4	Revisado
10/07/2017	2,6	-74,728	6,52	MACEO	3,2	Revisado
10/07/2017	1,7	-74,719	7,314	ZARAGOZA	4	Revisado
10/07/2017	1,6	-75,533	7,461	TARAZA	48,2	Revisado
11/07/2017	1,1	-74,903	5,845	SAN LUIS	2,9	Revisado
12/07/2017	1,5	-74,685	7,461	EL BAGRE	46,3	Revisado
12/07/2017	2,5	-74,982	6,598	YOLOMBO	27,7	Revisado
12/07/2017	1,5	-76,318	6,98	DABEIBA	12,6	Revisado
12/07/2017	1,2	-74,76	5,896	PUERTO TRIUNFO	11	Revisado
12/07/2017	1,9	-75,66	5,795	LA PINTADA	4,1	Revisado
12/07/2017	1,4	-74,88	5,839	SAN LUIS	3,7	Revisado
13/07/2017	1,1	-75,796	6,645	OLAYA	22,4	Revisado
13/07/2017	1,1	-74,38	6,478	PUERTO BERRIO	64	Revisado
13/07/2017	1,6	-76,172	7,145	DABEIBA	0	Revisado
13/07/2017	2,7	-76,204	7,118	DABEIBA	0	Revisado
13/07/2017	1,1	-74,894	5,925	SAN LUIS	4	Revisado
13/07/2017	1,7	-76,14	7,039	DABEIBA	2	Revisado
13/07/2017	2,2	-76,16	7,086	DABEIBA	0	Revisado
13/07/2017	1,8	-76,135	7,044	DABEIBA	0	Revisado
14/07/2017	1,9	-75,99	7,161	PEQUE	0	Revisado
15/07/2017	2,8	-75,22	7,298	ANORI	12,5	Revisado
15/07/2017	1,1	-75,891	6,667	BURITICA	10	Revisado
15/07/2017	1,6	-76,254	6,831	URAMITA	0	Revisado
16/07/2017	2,1	-76,247	6,819	URAMITA	0	Revisado
16/07/2017	,7	-74,802	6,267	CARACOLI	18,8	Revisado
16/07/2017	,5	-74,555	5,701	PUERTO TRIUNFO	17,4	Revisado
16/07/2017	1,1	-74,817	6,291	CARACOLI	9,5	Revisado
17/07/2017	1,8	-76,659	6,903	MURINDO	4	Revisado
17/07/2017	1,8	-76,285	6,838	URAMITA	0	Revisado
17/07/2017	1	-74,513	6,765	VEGACHI	19,1	Revisado
17/07/2017	1,6	-76,196	7,179	DABEIBA	0	Revisado
19/07/2017	2,1	-75,972	5,576	ANDES	19,9	Revisado
19/07/2017	1,8	-77,105	7,065	MURINDO	19,9	Revisado
20/07/2017	1,9	-76,72	6,749	VIGIA DEL FUERTE	15,2	Revisado
20/07/2017	1,8	-75,98	7,255	ITUANGO	2	Revisado
20/07/2017	1,6	-74,463	7,159	SEGOVIA	12,9	Revisado
20/07/2017	1,5	-74,554	7,875	NECHI	25,3	Revisado
21/07/2017	1,5	-75,921	5,802	HISPANIA	50,1	Revisado
22/07/2017	1,4	-75,631	7,272	ITUANGO	0	Revisado
22/07/2017	1,5	-76,161	6,837	URAMITA	0	Revisado
22/07/2017	1,1	-76,247	6,854	URAMITA	57,6	Revisado
23/07/2017	2,1	-76,639	6,917	MURINDO	0	Revisado
24/07/2017	1,5	-75,294	7,291	VALDIVIA	11,7	Revisado
25/07/2017	1	-74,529	6,545	PUERTO BERRIO	54,1	Revisado
25/07/2017	1,3	-76,245	7,132	DABEIBA	2,8	Revisado
25/07/2017	1,6	-74,35	7,294	SEGOVIA	4	Revisado
26/07/2017	1,5	-74,734	6,526	MACEO	18,9	Revisado
26/07/2017	2	-74,694	7,666	EL BAGRE	49,8	Revisado
26/07/2017	1,4	-74,754	6,913	REMEDIOS	30	Revisado
26/07/2017	1,6	-74,864	5,858	PUERTO TRIUNFO	0	Revisado
27/07/2017	1,4	-76,293	7,12	DABEIBA	1,9	Revisado
27/07/2017	1,5	-74,851	5,962	SAN LUIS	4	Revisado
28/07/2017	1,7	-77,061	7,027	MURINDO	13,8	Revisado
28/07/2017	1,5	-75,245	7,324	VALDIVIA	2,5	Revisado
28/07/2017	1,8	-76,685	6,911	MURINDO	11,8	Revisado
29/07/2017	1,5	-76,345	6,755	FRONTINO	0	Revisado
29/07/2017	1,5	-75,781	6,308	EBEJICO	37,3	Revisado
29/07/2017	1,4	-75,261	7,338	VALDIVIA	11,9	Revisado
30/07/2017	1,6	-76,396	6,989	DABEIBA	0	Revisado
30/07/2017	1,3	-73,779	6,783	YONDO	16,6	Revisado
30/07/2017	2,1	-76,793	6,484	VIGIA DEL FUERTE	9,7	Revisado
30/07/2017	1,1	-74,615	7,715	EL BAGRE	36	Revisado
30/07/2017	2	-77,122	6,935	MURINDO	,1	Revisado
30/07/2017	1,9	-76,143	6,812	FRONTINO	4	Revisado
30/07/2017	1,4	-75,613	7,269	BRICENO	2,6	Revisado
31/07/2017	,9	-76,183	7,407	MUTATA	7,6	Revisado
31/07/2017	1,6	-75,309	7,288	VALDIVIA	7,2	Revisado
31/07/2017	1,6	-75,464	7,295	VALDIVIA	9,8	Revisado
02/08/2017	1,5	-76,074	7,142	PEQUE	30	Revisado
03/08/2017	,9	-76,219	6,944	URAMITA	1,2	Revisado
03/08/2017	1,2	-76,122	7,136	DABEIBA	3,7	Revisado
03/08/2017	2	-77,033	6,688	VIGIA DEL FUERTE	8	Revisado
03/08/2017	2	-76,444	8,347	SAN PEDRO DE URABA	61,3	Revisado
04/08/2017	1,6	-77,008	6,651	VIGIA DEL FUERTE	4	Revisado
04/08/2017	1,6	-74,743	6,382	CARACOLI	20,1	Revisado
04/08/2017	1,2	-74,809	5,868	PUERTO TRIUNFO	,1	Revisado
04/08/2017	1,6	-76,189	6,891	URAMITA	0	Revisado
04/08/2017	1,7	-76,162	6,811	FRONTINO	4	Revisado
05/08/2017	1,1	-75,895	6,887	SABANALARGA	3,3	Revisado
05/08/2017	1,5	-75,103	7,82	CAUCASIA	21,5	Revisado
05/08/2017	1,5	-76,804	6,607	VIGIA DEL FUERTE	8	Revisado
05/08/2017	1,9	-76,734	6,714	VIGIA DEL FUERTE	14,7	Revisado
05/08/2017	2,2	-74,853	6,706	YALI	30	Revisado
05/08/2017	1,5	-75,947	6,593	GIRALDO	27,4	Revisado
06/08/2017	1,5	-75,115	8,116	CAUCASIA	17,6	Revisado
06/08/2017	1,2	-76,552	6,573	VIGIA DEL FUERTE	0	Revisado
06/08/2017	1,9	-75,963	5,728	BETANIA	43,5	Revisado
06/08/2017	1,2	-75,815	5,984	TITIRIBI	19	Revisado
06/08/2017	1,5	-76,129	7,221	DABEIBA	0	Revisado
07/08/2017	1,2	-75,239	6,825	GUADALUPE	28,2	Revisado
07/08/2017	1	-76,64	6,677	VIGIA DEL FUERTE	9,1	Revisado
07/08/2017	1,3	-76,289	7,076	DABEIBA	0	Revisado
07/08/2017	1,5	-75,084	7,699	CACERES	20,3	Revisado
07/08/2017	1,5	-76,232	7,182	DABEIBA	1,3	Revisado
07/08/2017	2,7	-75,974	5,75	BETANIA	32,1	Revisado
07/08/2017	1,5	-76,306	6,96	DABEIBA	0	Revisado
07/08/2017	1,4	-74,819	6,301	CARACOLI	14	Revisado
07/08/2017	1,5	-74,819	6,301	CARACOLI	14	Revisado
08/08/2017	1,9	-76,312	7,313	MUTATA	0	Revisado
08/08/2017	,8	-74,807	6,275	CARACOLI	15,6	Revisado
08/08/2017	1,3	-76,175	7,503	MUTATA	0	Revisado
08/08/2017	,8	-74,804	6,289	CARACOLI	20,2	Revisado
08/08/2017	2,4	-74,726	6,512	MACEO	4	Revisado
08/08/2017	1,7	-74,733	6,506	MACEO	4	Revisado
08/08/2017	1,2	-74,495	7,048	REMEDIOS	1,6	Revisado
08/08/2017	1	-74,384	6,917	REMEDIOS	13,8	Revisado
09/08/2017	,9	-74,757	6,284	CARACOLI	15,5	Revisado
09/08/2017	1	-76,098	5,719	BETANIA	26	Revisado
10/08/2017	1,3	-76,247	6,98	DABEIBA	10,7	Revisado
10/08/2017	1,3	-74,47	7,193	SEGOVIA	26,7	Revisado
10/08/2017	1,3	-75,881	5,654	ANDES	25,1	Revisado
10/08/2017	,7	-75,146	5,983	SAN FRANCISCO	4	Revisado
10/08/2017	1,5	-74,872	5,828	PUERTO TRIUNFO	,5	Revisado
11/08/2017	1,4	-76,558	6,809	MURINDO	0	Revisado
11/08/2017	1,6	-76,994	6,666	VIGIA DEL FUERTE	4	Revisado
11/08/2017	1,3	-75,477	7,141	VALDIVIA	7,5	Revisado
12/08/2017	1,3	-76,092	5,669	BETANIA	32	Revisado
12/08/2017	1,6	-75,117	7,446	ZARAGOZA	15,1	Revisado
12/08/2017	1,8	-76,595	7,479	CHIGORODO	15,1	Revisado
12/08/2017	1,4	-74,799	6,295	CARACOLI	4	Revisado
12/08/2017	1,5	-75,675	7,278	ITUANGO	0	Revisado
13/08/2017	1,1	-76,288	7,122	DABEIBA	12,4	Revisado
13/08/2017	,9	-76,217	7,142	DABEIBA	0	Revisado
13/08/2017	1,6	-76,103	7,265	DABEIBA	27,8	Revisado
14/08/2017	1,3	-74,543	5,691	PUERTO TRIUNFO	20,2	Revisado
14/08/2017	1,8	-74,628	7,062	REMEDIOS	52,3	Revisado
14/08/2017	4,1	-76,867	9,266	ARBOLETES	59,3	Revisado
14/08/2017	1,8	-74,629	7,196	SEGOVIA	48,6	Revisado
14/08/2017	2,6	-76,905	9,341	ARBOLETES	54,7	Revisado
15/08/2017	1,3	-76,093	7,087	DABEIBA	2,9	Revisado
16/08/2017	1,3	-74,835	5,851	PUERTO TRIUNFO	4,1	Revisado
17/08/2017	1,4	-76,785	6,497	VIGIA DEL FUERTE	18,7	Revisado
17/08/2017	2	-76,576	6,815	MURINDO	21,1	Revisado
17/08/2017	1,4	-74,431	6,425	PUERTO BERRIO	4	Revisado
18/08/2017	1,4	-74,895	7,069	SEGOVIA	9,3	Revisado
18/08/2017	2	-76,544	7,019	MURINDO	12	Revisado
18/08/2017	2,1	-76,401	7,055	DABEIBA	,2	Revisado
18/08/2017	1,4	-76,453	7,074	MUTATA	0	Revisado
19/08/2017	1,7	-76,224	7,185	DABEIBA	2,7	Revisado
19/08/2017	2,2	-74,458	6,29	PUERTO NARE	4	Revisado
21/08/2017	1,5	-75,573	6,414	SAN PEDRO	4	Revisado
21/08/2017	1,1	-76,351	7,002	DABEIBA	12,2	Revisado
21/08/2017	1,8	-76,376	7,09	DABEIBA	0	Revisado
21/08/2017	1,4	-74,129	7,045	YONDO	6	Revisado
22/08/2017	1,5	-75,322	7,418	CACERES	15,6	Revisado
22/08/2017	1,4	-74,39	6,45	PUERTO BERRIO	4	Revisado
22/08/2017	1,8	-75,049	7,956	CAUCASIA	17,8	Revisado
22/08/2017	1,8	-76,255	7,261	MUTATA	0	Revisado
22/08/2017	1,7	-74,825	6,264	CARACOLI	20,9	Revisado
23/08/2017	1,9	-76,723	6,623	VIGIA DEL FUERTE	24,8	Revisado
23/08/2017	2	-76,668	6,742	MURINDO	57,5	Revisado
23/08/2017	1,4	-75,996	5,75	BETANIA	50,1	Revisado
24/08/2017	1,6	-76,836	7,271	MURINDO	12	Revisado
24/08/2017	2	-76,291	6,406	URRAO	18,7	Revisado
25/08/2017	1,2	-76,067	6,227	URRAO	9,4	Revisado
25/08/2017	1,8	-75,954	5,703	BETANIA	0	Revisado
26/08/2017	1,5	-74,644	7,87	NECHI	30,8	Revisado
26/08/2017	3,2	-76,522	8,47	SAN PEDRO DE URABA	59,5	Revisado
26/08/2017	1,8	-76,698	6,935	MURINDO	,7	Revisado
27/08/2017	1,7	-76,203	6,856	URAMITA	0	Revisado
27/08/2017	1,2	-75,179	7,11	ANORI	19,6	Revisado
27/08/2017	1,7	-76,817	7,014	MURINDO	19,6	Revisado
27/08/2017	1,5	-76,269	6,881	URAMITA	9,6	Revisado
27/08/2017	1,4	-75,649	7,038	TOLEDO	4	Revisado
28/08/2017	1,6	-74,254	6,084	PUERTO NARE	9,3	Revisado
29/08/2017	1,2	-74,27	6,096	PUERTO NARE	4	Revisado
29/08/2017	1,6	-74,845	6,053	SAN LUIS	4,4	Revisado
30/08/2017	1,3	-76,263	6,896	URAMITA	11,9	Revisado
30/08/2017	1,2	-74,456	6,296	PUERTO NARE	12,6	Revisado
30/08/2017	1,1	-76,139	6,101	BETULIA	31	Revisado
30/08/2017	1,5	-74,571	7,293	SEGOVIA	53,1	Revisado
30/08/2017	1,5	-74,681	7,22	SEGOVIA	37,8	Revisado
31/08/2017	2,2	-76,206	6,9	URAMITA	3,8	Revisado
31/08/2017	1,4	-74,261	6,563	PUERTO BERRIO	64	Revisado
01/09/2017	1,4	-76,003	5,741	BETANIA	66,8	Revisado
01/09/2017	1,5	-76,623	6,606	VIGIA DEL FUERTE	4	Revisado
01/09/2017	1,8	-74,83	8,015	NECHI	4	Revisado
01/09/2017	1,9	-74,741	6,682	YALI	20,2	Revisado
01/09/2017	1,8	-76,716	6,807	MURINDO	0	Revisado
01/09/2017	1,2	-75,656	7,058	TOLEDO	4	Revisado
02/09/2017	1,7	-76,133	7,138	DABEIBA	0	Revisado
02/09/2017	2,2	-74,368	7,54	EL BAGRE	52,3	Revisado
03/09/2017	1,4	-76,296	7,231	MUTATA	0	Revisado
03/09/2017	1,3	-74,423	6,743	PUERTO BERRIO	32,1	Revisado
03/09/2017	2,1	-74,972	7,492	ZARAGOZA	4	Revisado
04/09/2017	1,4	-76,625	6,492	VIGIA DEL FUERTE	5,4	Revisado
04/09/2017	1,7	-74,547	7,673	EL BAGRE	29,9	Revisado
04/09/2017	1,9	-75,163	7,635	CACERES	3,2	Revisado
05/09/2017	,8	-74,36	6,307	PUERTO BERRIO	17,6	Revisado
05/09/2017	1,5	-75,118	6,44	SANTO DOMINGO	4	Revisado
05/09/2017	1,4	-76,864	7,18	MURINDO	24,2	Revisado
05/09/2017	1,2	-74,873	5,911	SAN LUIS	2,8	Revisado
05/09/2017	1,4	-74,681	6,276	PUERTO NARE	0	Revisado
06/09/2017	1	-74,798	6,67	YALI	7,5	Revisado
07/09/2017	1,7	-76,295	7,256	MUTATA	0	Revisado
07/09/2017	1,6	-75,342	7,478	CACERES	27,2	Revisado
08/09/2017	1,6	-76,921	6,781	VIGIA DEL FUERTE	32,1	Revisado
08/09/2017	1,8	-76,187	6,861	URAMITA	2,2	Revisado
08/09/2017	1,3	-75,818	5,934	TARSO	6	Revisado
09/09/2017	3,1	-75,271	7,09	CAMPAMENTO	0	Revisado
09/09/2017	1,8	-75,292	7,089	CAMPAMENTO	12	Revisado
09/09/2017	1,1	-74,393	6,322	PUERTO BERRIO	23,3	Revisado
09/09/2017	1,5	-76,021	7,204	PEQUE	41,9	Revisado
09/09/2017	1,3	-74,816	6,812	VEGACHI	26,3	Revisado
09/09/2017	1,8	-76,16	6,941	URAMITA	0	Revisado
10/09/2017	1,3	-76,262	6,676	FRONTINO	0	Revisado
10/09/2017	1,6	-75,161	8,096	CAUCASIA	15,6	Revisado
10/09/2017	1,8	-76,341	6,864	DABEIBA	0	Revisado
11/09/2017	1,4	-75,065	7,945	CAUCASIA	11	Revisado
11/09/2017	1,9	-76,731	6,748	VIGIA DEL FUERTE	5,9	Revisado
11/09/2017	2,8	-76,854	7,202	MURINDO	18,3	Revisado
12/09/2017	1,9	-76,43	6,789	DABEIBA	12	Revisado
12/09/2017	2,4	-76,398	6,821	DABEIBA	0	Revisado
12/09/2017	1,5	-76,154	7,051	DABEIBA	,5	Revisado
14/09/2017	1,2	-76,215	7,153	DABEIBA	0	Revisado
14/09/2017	1,7	-74,905	5,854	SAN LUIS	4	Revisado
15/09/2017	1,5	-76,053	7,288	PEQUE	,1	Revisado
15/09/2017	1	-76,069	6,322	URRAO	55	Revisado
15/09/2017	1,5	-74,717	7,425	ZARAGOZA	44	Revisado
15/09/2017	2	-76,194	6,919	URAMITA	0	Revisado
16/09/2017	1,5	-75,326	7,414	CACERES	0	Revisado
16/09/2017	2,7	-76,214	6,853	URAMITA	0	Revisado
16/09/2017	1,4	-76,245	6,817	URAMITA	0	Revisado
16/09/2017	1,2	-74,623	5,851	PUERTO TRIUNFO	4	Revisado
17/09/2017	1,4	-76,085	6,833	FRONTINO	,2	Revisado
17/09/2017	3,7	-76,721	6,462	VIGIA DEL FUERTE	4	Revisado
17/09/2017	1,3	-76,342	7,324	MUTATA	29	Revisado
17/09/2017	1,7	-76,703	6,435	VIGIA DEL FUERTE	5,5	Revisado
17/09/2017	2	-74,863	8,007	NECHI	1,3	Revisado
17/09/2017	1,7	-76,1	7,112	DABEIBA	36,1	Revisado
18/09/2017	1	-75,629	5,578	VALPARAISO	92,8	Revisado
18/09/2017	,9	-74,748	6,349	CARACOLI	20,5	Revisado
18/09/2017	1,3	-76,669	6,776	MURINDO	1,4	Revisado
18/09/2017	2	-76,68	6,919	MURINDO	4	Revisado
19/09/2017	1,5	-77,076	6,928	MURINDO	12	Revisado
19/09/2017	1,2	-75,839	6,537	SANTA FE ANTIOQUIA	4	Revisado
19/09/2017	1,3	-74,707	7,412	ZARAGOZA	36,8	Revisado
19/09/2017	1,8	-76,777	6,506	VIGIA DEL FUERTE	,5	Revisado
19/09/2017	1,6	-74,889	6,87	VEGACHI	22	Revisado
19/09/2017	1,4	-74,892	5,841	SAN LUIS	0	Revisado
19/09/2017	1,7	-74,475	7,5	EL BAGRE	64,7	Revisado
20/09/2017	1,8	-76,688	6,806	MURINDO	14,8	Revisado
20/09/2017	2	-75,192	7,62	CACERES	37,7	Revisado
20/09/2017	1,3	-74,398	7,099	SEGOVIA	20,1	Revisado
21/09/2017	1,6	-75,996	6,068	BETULIA	19,8	Revisado
21/09/2017	1,6	-76,084	7,384	MUTATA	0	Revisado
21/09/2017	1,3	-76,297	6,708	FRONTINO	0	Revisado
21/09/2017	1,5	-76,198	7,18	DABEIBA	0	Revisado
22/09/2017	2,1	-76,184	6,904	URAMITA	0	Revisado
23/09/2017	1,5	-76,244	6,916	URAMITA	0	Revisado
